group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
BATTERY CHARGER	BATTERY	C843	G258	C843G25825		C843G25825          	MP20X	CHARGER 1 PHASE-HF-SMT 24/60-7HR HAWKER	EUR	965	CHARGER 1 PHASE-HF-SMT 24/60-7HR HAWKER	 CHARGER1PHASEHFSMT24/607HRHAWKER	N	N						24 Volts	7 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25826		C843G25826          	MP20X	CHARGER 1 PHASE-HF-SMT 24/20-12HR HAWKER	EUR	435	CHARGER 1 PHASE-HF-SMT 24/20-12HR HAWKER	 CHARGER1PHASEHFSMT24/2012HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25827		C843G25827          	MP20X	CHARGER 1 PHASE-HF-SMT 24/25-12HR HAWKER	EUR	490	CHARGER 1 PHASE-HF-SMT 24/25-12HR HAWKER	 CHARGER1PHASEHFSMT24/2512HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25828		C843G25828          	MP20X	CHARGER 1 PHASE-HF-SMT 24/30-12HR HAWKER	EUR	620	CHARGER 1 PHASE-HF-SMT 24/30-12HR HAWKER	 CHARGER1PHASEHFSMT24/3012HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25830		C843G25830          	MP20X	CHARGER 1 PHASE-HF-SMT 24/50-12HR HAWKER	EUR	890	CHARGER 1 PHASE-HF-SMT 24/50-12HR HAWKER	 CHARGER1PHASEHFSMT24/5012HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25899		C843G25899          	MP20X	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
BATTERY CHARGER	BATTERY	C843	G258	C843G258A0		C843G258A0          	MP20X	CHARGER 24V AWD24/050 EXIDE* PLUG 160AMP	EUR	184	CHARGER 24V AWD24/050 EXIDE* PLUG 160AMP	 CHARGER24VAWD24/050EXIDE*PLUG160AMP	N	N	160 Ah					24 Volts																		
WARRANTY	INSPECTION/DOCS	C843	G282	C843G28201		C843G28201          	MP20X	12 MONTHS/1000 HRS STANDARD WARRANTY	EUR	0	12 MONTHS/1000 HRS STANDARD WARRANTY	 12MONTHS/1000HRSSTANDARDWARRANTY																										
WARRANTY	INSPECTION/DOCS	C843	G282	C843G28202		C843G28202          	MP20X	AFFILIATE TERMS APPLY TO WARRANTY	EUR	0	AFFILIATE TERMS APPLY TO WARRANTY	 AFFILIATETERMSAPPLYTOWARRANTY																										
TRD SURCHARGE	INSPECTION/DOCS	C843	G285	C843G28501		C843G28501          	MP20X	TECHNICAL PUBLICATIONS SURCHARGE	EUR	15	TECHNICAL PUBLICATIONS SURCHARGE	 TECHNICALPUBLICATIONSSURCHARGE																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28801		C843G28801          	MP20X	LOAD BACKREST H=1500	EUR	200	LOAD BACKREST H=1500	 LOADBACKRESTH=1500																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28802		C843G28802          	MP20X	LOAD BACKREST H=1750	EUR	210	LOAD BACKREST H=1750	 LOADBACKRESTH=1750																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28803		C843G28803          	MP20X	REVERSE DIRECTION BUZZER GROUP	EUR	135	REVERSE DIRECTION BUZZER GROUP	 REVERSEDIRECTIONBUZZERGROUP																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28804		C843G28804          	MP20X	SPARE BATTERY  CABLE	EUR	135	SPARE BATTERY  CABLE	 SPAREBATTERYCABLE																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28805		C843G28805          	MP20X	A4 CLIP BOARD	EUR	115	A4 CLIP BOARD	 A4CLIPBOARD																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28806		C843G28806          	MP20X	DRIVE WHEEL DUST PROTECTION	EUR	155	DRIVE WHEEL DUST PROTECTION	 DRIVEWHEELDUSTPROTECTION																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28807		C843G28807          	MP20X	KEY PAD WITH DIAL	EUR	510	KEY PAD WITH DIAL	 KEYPADWITHDIAL																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28808		C843G28808          	MP20X	DOUBLE FIXED  BATTERY CHANGE STATION	EUR	810	DOUBLE FIXED  BATTERY CHANGE STATION	 DOUBLEFIXEDBATTERYCHANGESTATION																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G28809		C843G28809          	MP20X	SPEED UPGRADE TO 12,5 KMH	EUR	255	SPEED UPGRADE TO 12,5 KMH	 SPEEDUPGRADETO12,5KMH																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A1		C843G288A1          	MP20X	LOAD CAPACITY 3 TON.	EUR	233	LOAD CAPACITY 3 TON.	 LOADCAPACITY3TON																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A2		C843G288A2          	MP20X	DIGITAL LOCK WITH PIN COD SYSTEM	EUR	510	DIGITAL LOCK WITH PIN COD SYSTEM	 DIGITALLOCKWITHPINCODSYSTEM																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A3		C843G288A3          	MP20X	ADDITION.LOCKING DEV. FOR PRESSURE VALVE	EUR	0	ADDITION.LOCKING DEV. FOR PRESSURE VALVE	 ADDITIONLOCKINGDEVFORPRESSUREVALVE																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A4		C843G288A4          	MP20X	PAINT RED RAL 2002	EUR	0	PAINT RED RAL 2002	 PAINTREDRAL2002																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A6		C843G288A6          	MP20X	MODIF.FRAME FOR LOAD BACKREST	EUR	0	MODIF.FRAME FOR LOAD BACKREST	 MODIFFRAMEFORLOADBACKREST																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A7		C843G288A7          	MP20X	MDU 4KW FOR MECHANICAL STEERING	EUR	0	MDU 4KW FOR MECHANICAL STEERING	 MDU4KWFORMECHANICALSTEERING																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288A9		C843G288A9          	MP20X	WIRED SOCKET FOR SUPPLEMENTARY BATTERY	EUR	31.93	WIRED SOCKET FOR SUPPLEMENTARY BATTERY	 WIREDSOCKETFORSUPPLEMENTARYBATTERY																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288B3		C843G288B3          	MP20X	LOAD BACKREST H=1750 FOR LAT.EXTRACTION	EUR	0	LOAD BACKREST H=1750 FOR LAT.EXTRACTION	 LOADBACKRESTH=1750FORLATEXTRACTION																										
MISCELLANEOUS OPTION	OTHER	C843	G288	C843G288C2		C843G288C2          	MP20X	GALVANIZED VERSION	EUR	4430	GALVANIZED VERSION	 GALVANIZEDVERSION																										
MODEL	MODEL	C847	G001	C847G00101		C847G00101          	MS12-15X	MODEL: MS12X	EUR	0	MS12X	 MODEL:MS12X																										
MODEL	MODEL	C847	G001	C847G00102		C847G00102          	MS12-15X	MODEL: MS15X	EUR	0	MS15X	 MODEL:MS15X																										
SELECTION CONFIGURATIONS	ENGINE	C847	G003	C847G00301		C847G00301          	MS12-15X	MS12X STD CONFIGURATION	EUR	7630	MS12X STD CONFIGURATION	 MS12XSTDCONFIGURATION	N	N																								
SELECTION CONFIGURATIONS	ENGINE	C847	G003	C847G00302		C847G00302          	MS12-15X	MS12X INITIAL LIFT CONFIGURATION	EUR	11840	MS12X INITIAL LIFT CONFIGURATION	 MS12XINITIALLIFTCONFIGURATION	N	N																								
SELECTION CONFIGURATIONS	ENGINE	C847	G003	C847G00303		C847G00303          	MS12-15X	MS15X STD CONFIGURATION	EUR	8585	MS15X STD CONFIGURATION	 MS15XSTDCONFIGURATION	N	N																								
SELECTION CONFIGURATIONS	ENGINE	C847	G003	C847G00304		C847G00304          	MS12-15X	MS15X INITIAL LIFT CONFIGURATION	EUR	12095	MS15X INITIAL LIFT CONFIGURATION	 MS15XINITIALLIFTCONFIGURATION	N	N																								
TRANS & DIRECTIONAL CONTR	ENGINE	C847	G057	C847G05702		C847G05702          	MS12-15X	TILLER WITH SERVO POWER STEERING	EUR	0	TILLER WITH SERVO POWER STEERING	 TILLERWITHSERVOPOWERSTEERING	N	N																								
CONFIGURATION	FRAME	C847	G090	C847G09001		C847G09001          	MS12-15X	STANDARD APPLICATION	EUR	0	STANDARD APPLICATION	 STANDARDAPPLICATION																										
CONFIGURATION	FRAME	C847	G090	C847G09002		C847G09002          	MS12-15X	COLD STORE TO MINUS 30 DEGREE	EUR	515	COLD STORE TO MINUS 30 DEGREE	 COLDSTORETOMINUS30DEGREE																										
MASTS	MAST	C847	G105	C847G10501		C847G10501          	MS12-15X	MAST J-2STG LFL H3=2768MM-H1=1970MM	EUR	3955	MAST J-2STG LFL H3=2768MM-H1=1970MM	 MASTJ2STGLFLH3=2768MMH1=1970MM	N	N																		LFL	2768 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10502		C847G10502          	MS12-15X	MAST J-2STG LFL H3=2968MM-H1=1970MM	EUR	4055	MAST J-2STG LFL H3=2968MM-H1=1970MM	 MASTJ2STGLFLH3=2968MMH1=1970MM	N	N																		LFL	2968 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10503		C847G10503          	MS12-15X	MAST J-2STG LFL H3=3168MM-H1=2070MM	EUR	4170	MAST J-2STG LFL H3=3168MM-H1=2070MM	 MASTJ2STGLFLH3=3168MMH1=2070MM	N	N																		LFL	3168 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10504		C847G10504          	MS12-15X	MAST J-2STG LFL H3=3368MM-H1=2170MM	EUR	4285	MAST J-2STG LFL H3=3368MM-H1=2170MM	 MASTJ2STGLFLH3=3368MMH1=2170MM	N	N																		LFL	3368 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10505		C847G10505          	MS12-15X	MAST J-2STG LFL H3=3768MM-H1=2370MM	EUR	4500	MAST J-2STG LFL H3=3768MM-H1=2370MM	 MASTJ2STGLFLH3=3768MMH1=2370MM	N	N																		LFL	3768 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10506		C847G10506          	MS12-15X	MAST J-2STG LFL H3=4168MM-H1=2570MM	EUR	4685	MAST J-2STG LFL H3=4168MM-H1=2570MM	 MASTJ2STGLFLH3=4168MMH1=2570MM	N	N																		LFL	4168 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10507		C847G10507          	MS12-15X	MAST J-2STG FFL H3=2603MM-H1=1820MM	EUR	5140	MAST J-2STG FFL H3=2603MM-H1=1820MM	 MASTJ2STGFFLH3=2603MMH1=1820MM	N	N																		FFL	2603 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10508		C847G10508          	MS12-15X	MAST J-2STG FFL H3=2803MM-H1=1920MM	EUR	5265	MAST J-2STG FFL H3=2803MM-H1=1920MM	 MASTJ2STGFFLH3=2803MMH1=1920MM	N	N																		FFL	2803 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10509		C847G10509          	MS12-15X	MAST J-2STG FFL H3=3003MM-H1=2020MM	EUR	5265	MAST J-2STG FFL H3=3003MM-H1=2020MM	 MASTJ2STGFFLH3=3003MMH1=2020MM	N	N																		FFL	3003 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10510		C847G10510          	MS12-15X	MAST J-2STG FFL H3=3203MM-H1=2120MM	EUR	5445	MAST J-2STG FFL H3=3203MM-H1=2120MM	 MASTJ2STGFFLH3=3203MMH1=2120MM	N	N																		FFL	3203 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10511		C847G10511          	MS12-15X	MAST J-2STG FFL H3=3403MM-H1=2220MM	EUR	5605	MAST J-2STG FFL H3=3403MM-H1=2220MM	 MASTJ2STGFFLH3=3403MMH1=2220MM	N	N																		FFL	3403 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10512		C847G10512          	MS12-15X	MAST J-2STG FFL H3=3603MM-H1=2320MM	EUR	5710	MAST J-2STG FFL H3=3603MM-H1=2320MM	 MASTJ2STGFFLH3=3603MMH1=2320MM	N	N																		FFL	3603 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10513		C847G10513          	MS12-15X	MAST J-2STG FFL H3=4003MM-H1=2520MM	EUR	5740	MAST J-2STG FFL H3=4003MM-H1=2520MM	 MASTJ2STGFFLH3=4003MMH1=2520MM	N	N																		FFL	4003 MM		2 Stages			
MASTS	MAST	C847	G105	C847G10514		C847G10514          	MS12-15X	MAST J-3STG FFL H3=4027MM-H1=1820MM	EUR	5740	MAST J-3STG FFL H3=4027MM-H1=1820MM	 MASTJ3STGFFLH3=4027MMH1=1820MM	N	N																		FFL	4027 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10515		C847G10515          	MS12-15X	MAST J-3STG FFL H3=4327MM-H1=1920MM	EUR	6035	MAST J-3STG FFL H3=4327MM-H1=1920MM	 MASTJ3STGFFLH3=4327MMH1=1920MM	N	N																		FFL	4327 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10516		C847G10516          	MS12-15X	MAST J-3STG FFL H3=4627MM-H1=2020MM	EUR	6320	MAST J-3STG FFL H3=4627MM-H1=2020MM	 MASTJ3STGFFLH3=4627MMH1=2020MM	N	N																		FFL	4627 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10517		C847G10517          	MS12-15X	MAST J-3STG FFL H3=4797MM-H1=2120MM	EUR	6615	MAST J-3STG FFL H3=4797MM-H1=2120MM	 MASTJ3STGFFLH3=4797MMH1=2120MM	N	N																		FFL	4797 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10518		C847G10518          	MS12-15X	MAST J-3STG FFL H3=5097MM-H1=2220MM	EUR	6900	MAST J-3STG FFL H3=5097MM-H1=2220MM	 MASTJ3STGFFLH3=5097MMH1=2220MM	N	N																		FFL	5097 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10519		C847G10519          	MS12-15X	MAST J-3STG FFL H3=5397MM-H1=2320MM	EUR	7190	MAST J-3STG FFL H3=5397MM-H1=2320MM	 MASTJ3STGFFLH3=5397MMH1=2320MM	N	N																		FFL	5397 MM		3 Stages			
MASTS	MAST	C847	G105	C847G10520		C847G10520          	MS12-15X	MAST J-3STG FFL H3=5997MM-H1=2520MM	EUR	7470	MAST J-3STG FFL H3=5997MM-H1=2520MM	 MASTJ3STGFFLH3=5997MMH1=2520MM	N	N																		FFL	5997 MM		3 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12001		C847G12001          	MS12-15X	CARRIAGE FEM 2A B5=850MM F/2STG LFL MAST	EUR	0	CARRIAGE FEM 2A B5=850MM F/2STG LFL MAST	 CARRIAGEFEM2AB5=850MMF/2STGLFLMAST	N	N								850										LFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12002		C847G12002          	MS12-15X	CARRIAGE FEM2A B5=1050MM F/2STG LFL MAST	EUR	0	CARRIAGE FEM2A B5=1050MM F/2STG LFL MAST	 CARRIAGEFEM2AB5=1050MMF/2STGLFLMAST	N	N								1050										LFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12003		C847G12003          	MS12-15X	CARRIAGE FEM2A B5=1250MM F/2STG LFL MAST	EUR	0	CARRIAGE FEM2A B5=1250MM F/2STG LFL MAST	 CARRIAGEFEM2AB5=1250MMF/2STGLFLMAST	N	N								1250										LFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12004		C847G12004          	MS12-15X	CARRIAGE FEM2A B5= 850MM F/2STG FFL MAST	EUR	0	CARRIAGE FEM2A B5= 850MM F/2STG FFL MAST	 CARRIAGEFEM2AB5=850MMF/2STGFFLMAST	N	N								850										FFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12005		C847G12005          	MS12-15X	CARRIAGE FEM2A B5=1050MM F/2STG FFL MAST	EUR	0	CARRIAGE FEM2A B5=1050MM F/2STG FFL MAST	 CARRIAGEFEM2AB5=1050MMF/2STGFFLMAST	N	N								1050										FFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12006		C847G12006          	MS12-15X	CARRIAGE FEM2A B5=1250MM F/2STG FFL MAST	EUR	0	CARRIAGE FEM2A B5=1250MM F/2STG FFL MAST	 CARRIAGEFEM2AB5=1250MMF/2STGFFLMAST	N	N								1250										FFL			2 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12007		C847G12007          	MS12-15X	CARRIAGE FEM2A B5= 850MM F/3STG FFL MAST	EUR	0	CARRIAGE FEM2A B5= 850MM F/3STG FFL MAST	 CARRIAGEFEM2AB5=850MMF/3STGFFLMAST	N	N								850										FFL			3 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12008		C847G12008          	MS12-15X	CARRIAGE FEM2A B5=1050MM F/3STG FFL MAST	EUR	0	CARRIAGE FEM2A B5=1050MM F/3STG FFL MAST	 CARRIAGEFEM2AB5=1050MMF/3STGFFLMAST	N	N								1050										FFL			3 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G12009		C847G12009          	MS12-15X	CARRIAGE FEM2A B5=1250MM F/3STG FFL MAST	EUR	0	CARRIAGE FEM2A B5=1250MM F/3STG FFL MAST	 CARRIAGEFEM2AB5=1250MMF/3STGFFLMAST	N	N								1250										FFL			3 Stages			
CARRIAGE	CARRIAGE	C847	G120	C847G120A1		C847G120A1          	MS12-15X	CARRIAGE FEM2A 700MM F/2STG M./2 HYD.WAY	EUR	1365	CARRIAGE FEM2A 700MM F/2STG M./2 HYD.WAY	 CARRIAGEFEM2A700MMF/2STGM/2HYDWAY	N	N								700													2 Stages			
LOAD BACKREST	CARRIAGE	C847	G150	C847G15001		C847G15001          	MS12-15X	LOAD BACKREST FOR CARRIAGE H=1000MM	EUR	165	LOAD BACKREST FOR CARRIAGE H=1000MM	 LOADBACKRESTFORCARRIAGEH=1000MM	N	N								1000																
LOAD BACKREST	CARRIAGE	C847	G150	C847G15002		C847G15002          	MS12-15X	LOAD BACKREST FOR FEM FORKS H=1000	EUR	405	LOAD BACKREST FOR FEM FORKS H=1000	 LOADBACKRESTFORFEMFORKSH=1000	N	N								1000																
LOAD BACKREST	CARRIAGE	C847	G150	C847G15003		C847G15003          	MS12-15X	LOAD BACKREST FOR FEM FORKS H=1200	EUR	420	LOAD BACKREST FOR FEM FORKS H=1200	 LOADBACKRESTFORFEMFORKSH=1200	N	N								1200																
FORKS	MAST	C847	G159	C847G15901		C847G15901          	MS12-15X	FORKS 65 X 570 X  980MM DX LFL	EUR	0	FORKS 65 X 570 X  980MM DX LFL	 FORKS65X570X980MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15902		C847G15902          	MS12-15X	FORKS 65 X 570 X 1160MM DX LFL	EUR	0	FORKS 65 X 570 X 1160MM DX LFL	 FORKS65X570X1160MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15903		C847G15903          	MS12-15X	FORKS 55 X 570 X 1160MM DX LFL	EUR	0	FORKS 55 X 570 X 1160MM DX LFL	 FORKS55X570X1160MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15904		C847G15904          	MS12-15X	FORKS 65 X 680 X  980MM DX LFL	EUR	0	FORKS 65 X 680 X  980MM DX LFL	 FORKS65X680X980MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15905		C847G15905          	MS12-15X	FORKS 65 X 680 X 1160MM DX LFL	EUR	0	FORKS 65 X 680 X 1160MM DX LFL	 FORKS65X680X1160MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15906		C847G15906          	MS12-15X	FORKS 55 X 680 X 1160MM DX LFL	EUR	535	FORKS 55 X 680 X 1160MM DX LFL	 FORKS55X680X1160MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G15910		C847G15910          	MS12-15X	FORKS 65 X 570 X  980MM DX FFL	EUR	0	FORKS 65 X 570 X  980MM DX FFL	 FORKS65X570X980MMDXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15911		C847G15911          	MS12-15X	FORKS 65 X 570 X 1160MM DX FFL	EUR	0	FORKS 65 X 570 X 1160MM DX FFL	 FORKS65X570X1160MMDXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15912		C847G15912          	MS12-15X	FORKS 65 X 680 X 1160MM DX FFL	EUR	0	FORKS 65 X 680 X 1160MM DX FFL	 FORKS65X680X1160MMDXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15913		C847G15913          	MS12-15X	FORKS 55 X 680 X 1160MM DX FFL	EUR	535	FORKS 55 X 680 X 1160MM DX FFL	 FORKS55X680X1160MMDXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15914		C847G15914          	MS12-15X	FORKS 55 X 570 X 1160MM DX FFL	EUR	0	FORKS 55 X 570 X 1160MM DX FFL	 FORKS55X570X1160MMDXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15915		C847G15915          	MS12-15X	FORKS 65 X 570 X  980MM TX FFL	EUR	0	FORKS 65 X 570 X  980MM TX FFL	 FORKS65X570X980MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15916		C847G15916          	MS12-15X	FORKS 65 X 680 X  980MM TX FFL	EUR	0	FORKS 65 X 680 X  980MM TX FFL	 FORKS65X680X980MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15917		C847G15917          	MS12-15X	FORKS 65 X 570 X 1160MM TX FFL	EUR	0	FORKS 65 X 570 X 1160MM TX FFL	 FORKS65X570X1160MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15918		C847G15918          	MS12-15X	FORKS 55 X 570 X 1160MM TX FFL	EUR	0	FORKS 55 X 570 X 1160MM TX FFL	 FORKS55X570X1160MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15919		C847G15919          	MS12-15X	FORKS 65 X 680 X 1160MM TX FFL	EUR	0	FORKS 65 X 680 X 1160MM TX FFL	 FORKS65X680X1160MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15920		C847G15920          	MS12-15X	FORKS 55 X 680 X 1160MM TX FFL	EUR	535	FORKS 55 X 680 X 1160MM TX FFL	 FORKS55X680X1160MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G15921		C847G15921          	MS12-15X	FORGED FORKS FEM 2A L=800MM	EUR	390	FORGED FORKS FEM 2A L=800MM	 FORGEDFORKSFEM2AL=800MM	N	N																								
FORKS	MAST	C847	G159	C847G15922		C847G15922          	MS12-15X	FORGED FORKS FEM 2A L=1000MM	EUR	400	FORGED FORKS FEM 2A L=1000MM	 FORGEDFORKSFEM2AL=1000MM	N	N																								
FORKS	MAST	C847	G159	C847G15923		C847G15923          	MS12-15X	FORGED FORKS FEM 2A L=1200MM	EUR	410	FORGED FORKS FEM 2A L=1200MM	 FORGEDFORKSFEM2AL=1200MM	N	N																								
FORKS	MAST	C847	G159	C847G159A0		C847G159A0          	MS12-15X	FORKS 65 X 570 X 1400MM TX FFL	EUR	1665	FORKS 65 X 570 X 1400MM TX FFL	 FORKS65X570X1400MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G159A1		C847G159A1          	MS12-15X	FORKS 65 X 570 X 1600MM DX LFL	EUR	1665	FORKS 65 X 570 X 1600MM DX LFL	 FORKS65X570X1600MMDXLFL	N	N																								
FORKS	MAST	C847	G159	C847G159A5		C847G159A5          	MS12-15X	FORKS 65 X 570 X 1260MM TX FFL	EUR	815	FORKS 65 X 570 X 1260MM TX FFL	 FORKS65X570X1260MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G159A6		C847G159A6          	MS12-15X	FORKS 65 X 570 X 1500MM TX FFL	EUR	2705	FORKS 65 X 570 X 1500MM TX FFL	 FORKS65X570X1500MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G159A7		C847G159A7          	MS12-15X	FORKS 65 X 570 X 1600MM TX FFL	EUR	2705	FORKS 65 X 570 X 1600MM TX FFL	 FORKS65X570X1600MMTXFFL	N	N																								
FORKS	MAST	C847	G159	C847G159Y0		C847G159Y0          	MS12-15X	TEMPORARY FORKS	EUR	0	TEMPORARY FORKS	 TEMPORARYFORKS	N	N																								
BATTERY TRAY & RETENTION	BATTERY	C847	G166	C847G16601		C847G16601          	MS12-15X	LATERAL BATTERY EXTRACTION	EUR	105	LATERAL BATTERY EXTRACTION	 LATERALBATTERYEXTRACTION	N	N																								
BATTERY TRAY & RETENTION	BATTERY	C847	G166	C847G16602		C847G16602          	MS12-15X	VERTICAL BATTERY EXTRACTION	EUR	0	VERTICAL BATTERY EXTRACTION	 VERTICALBATTERYEXTRACTION	N	N																								
FRAME	FRAME	C847	G174	C847G17401		C847G17401          	MS12-15X	FRAME B5=570MM (4 CONTACT POINT)	EUR	0	FRAME B5=570MM (4 CONTACT POINT)	 FRAMEB5=570MM(4CONTACTPOINT)																										
FRAME	FRAME	C847	G174	C847G17402		C847G17402          	MS12-15X	FRAME B5=680MM (4 CONTACT POINT)	EUR	125	FRAME B5=680MM (4 CONTACT POINT)	 FRAMEB5=680MM(4CONTACTPOINT)																										
FRAME	FRAME	C847	G174	C847G17403		C847G17403          	MS12-15X	FRAME IL B5=570MM (4 CONTACT POINT)	EUR	0	FRAME IL B5=570MM (4 CONTACT POINT)	 FRAMEILB5=570MM(4CONTACTPOINT)																										
FRAME	FRAME	C847	G174	C847G17404		C847G17404          	MS12-15X	FRAME  SL B4= 850MM	EUR	200	FRAME  SL B4= 850MM	 FRAMESLB4=850MM																										
FRAME	FRAME	C847	G174	C847G17405		C847G17405          	MS12-15X	FRAME  SL B4= 1050MM	EUR	200	FRAME  SL B4= 1050MM	 FRAMESLB4=1050MM																										
FRAME	FRAME	C847	G174	C847G17406		C847G17406          	MS12-15X	FRAME  SL B4= 1250MM	EUR	200	FRAME  SL B4= 1250MM	 FRAMESLB4=1250MM																										
FRAME	FRAME	C847	G174	C847G174A0		C847G174A0          	MS12-15X	FRAME B5=570MM WITH STABILIZER PIN	EUR	0	FRAME B5=570MM WITH STABILIZER PIN	 FRAMEB5=570MMWITHSTABILIZERPIN																										
FRAME	FRAME	C847	G174	C847G174A3		C847G174A3          	MS12-15X	FRAME IL B5=570MM FORKS L=1600MM	EUR	0	FRAME IL B5=570MM FORKS L=1600MM	 FRAMEILB5=570MMFORKSL=1600MM																										
FRAME	FRAME	C847	G174	C847G174A5		C847G174A5          	MS12-15X	FRAME B5=570MM FORKS L=1500MM (1.5 TON)	EUR	0	FRAME B5=570MM FORKS L=1500MM (1.5 TON)	 FRAMEB5=570MMFORKSL=1500MM(15TON)																										
FRAME	FRAME	C847	G174	C847G174A6		C847G174A6          	MS12-15X	FRAME B5=570MM FORKS L=1600MM (1.5 TON)	EUR	0	FRAME B5=570MM FORKS L=1600MM (1.5 TON)	 FRAMEB5=570MMFORKSL=1600MM(15TON)																										
CAB	CAB	C847	G180	C847G18001		C847G18001          	MS12-15X	STANDARD PLATFORM (6KMH) W/O SIDE ARMS	EUR	-135	STANDARD PLATFORM (6KMH) W/O SIDE ARMS	 STANDARDPLATFORM(6KMH)W/OSIDEARMS	N	N																								
CAB	CAB	C847	G180	C847G18002		C847G18002          	MS12-15X	STANDARD PLATFORM+SIDE ARMS	EUR	0	STANDARD PLATFORM+SIDE ARMS	 STANDARDPLATFORM+SIDEARMS	N	N																								
